Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Mr4TfsPrereqs,Firefox 57.0,Prereq Contains Login And Open Project,2018-01-22 19:52:12,2018-01-22 19:52:31,19.615s,PASSED
,,,,,,
Test Cases/StandAlone-Prereqs/Mr4TfsLogin-StandAlone,Firefox 57.0,,2018-01-22 19:52:12,2018-01-22 19:52:25,13.008s,PASSED
"Statement - tfsServerUrl = ""M4Tfs-StandAlone/LoginPage/mr4tfs-TFSServerURL""",Firefox 57.0,,2018-01-22 19:52:12,2018-01-22 19:52:12,0.001s,PASSED
"Statement - tfsUserName = ""M4Tfs-StandAlone/LoginPage/mr4tfs-EmailAddress""",Firefox 57.0,,2018-01-22 19:52:12,2018-01-22 19:52:12,0.001s,PASSED
"Statement - tfsPassword = ""M4Tfs-StandAlone/LoginPage/mr4tfs-Password""",Firefox 57.0,,2018-01-22 19:52:12,2018-01-22 19:52:12,0.001s,PASSED
"Statement - signInBtn = ""M4Tfs-StandAlone/LoginPage/mr4tfs-SignInBtn""",Firefox 57.0,,2018-01-22 19:52:12,2018-01-22 19:52:12,0.001s,PASSED
"Statement - browseProjectButton = ""M4Tfs-StandAlone/RecentProjectPage/mr4tfs-_BrowseProjects""",Firefox 57.0,,2018-01-22 19:52:12,2018-01-22 19:52:12,0.001s,PASSED
openBrowser,Firefox 57.0,,2018-01-22 19:52:12,2018-01-22 19:52:18,5.440s,PASSED
maximizeWindow,Firefox 57.0,,2018-01-22 19:52:18,2018-01-22 19:52:18,0.081s,PASSED
navigateToUrl,Firefox 57.0,,2018-01-22 19:52:18,2018-01-22 19:52:23,5.560s,PASSED
setText,Firefox 57.0,,2018-01-22 19:52:23,2018-01-22 19:52:24,0.149s,PASSED
setText,Firefox 57.0,,2018-01-22 19:52:24,2018-01-22 19:52:24,0.051s,PASSED
setText,Firefox 57.0,,2018-01-22 19:52:24,2018-01-22 19:52:24,0.043s,PASSED
click,Firefox 57.0,,2018-01-22 19:52:24,2018-01-22 19:52:25,1.352s,PASSED
waitForElementVisible,Firefox 57.0,,2018-01-22 19:52:25,2018-01-22 19:52:25,0.049s,PASSED
