Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Mr4TfsPrereqs,Firefox 57.0,Prereq Contains Login And Open Project,2018-01-22 17:08:26,2018-01-22 17:08:44,17.635s,PASSED
,,,,,,
Test Cases/StandAlone-Prereqs/Mr4TfsLogin-StandAlone,Firefox 57.0,,2018-01-22 17:08:26,2018-01-22 17:08:39,13.012s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 57.0,,2018-01-22 17:08:26,2018-01-22 17:08:26,0.007s,PASSED
"Statement - tfsServerUrl = ""M4Tfs-StandAlone/LoginPage/mr4tfs-TFSServerURL""",Firefox 57.0,,2018-01-22 17:08:26,2018-01-22 17:08:26,0.001s,PASSED
"Statement - tfsUserName = ""M4Tfs-StandAlone/LoginPage/mr4tfs-EmailAddress""",Firefox 57.0,,2018-01-22 17:08:26,2018-01-22 17:08:26,0.001s,PASSED
"Statement - tfsPassword = ""M4Tfs-StandAlone/LoginPage/mr4tfs-Password""",Firefox 57.0,,2018-01-22 17:08:26,2018-01-22 17:08:26,0.000s,PASSED
"Statement - signInBtn = ""M4Tfs-StandAlone/LoginPage/mr4tfs-SignInBtn""",Firefox 57.0,,2018-01-22 17:08:26,2018-01-22 17:08:26,0.000s,PASSED
"Statement - browseProjectButton = ""M4Tfs-StandAlone/RecentProjectPage/mr4tfs-_BrowseProjects""",Firefox 57.0,,2018-01-22 17:08:26,2018-01-22 17:08:26,0.000s,PASSED
openBrowser,Firefox 57.0,,2018-01-22 17:08:26,2018-01-22 17:08:31,4.361s,PASSED
maximizeWindow,Firefox 57.0,,2018-01-22 17:08:31,2018-01-22 17:08:31,0.051s,PASSED
navigateToUrl,Firefox 57.0,,2018-01-22 17:08:31,2018-01-22 17:08:38,6.691s,PASSED
setText,Firefox 57.0,,2018-01-22 17:08:38,2018-01-22 17:08:38,0.108s,PASSED
setText,Firefox 57.0,,2018-01-22 17:08:38,2018-01-22 17:08:38,0.049s,PASSED
setText,Firefox 57.0,,2018-01-22 17:08:38,2018-01-22 17:08:38,0.042s,PASSED
click,Firefox 57.0,,2018-01-22 17:08:38,2018-01-22 17:08:39,1.517s,PASSED
waitForElementVisible,Firefox 57.0,,2018-01-22 17:08:39,2018-01-22 17:08:39,0.038s,PASSED
Statement - browseProjectButtonText = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(browseProjectButton)),Firefox 57.0,,2018-01-22 17:08:39,2018-01-22 17:08:39,0.021s,PASSED
"Statement - assert browseProjectButtonText == ""Browse""",Firefox 57.0,,2018-01-22 17:08:39,2018-01-22 17:08:39,0.000s,PASSED
Start listener action : sampleAfterTestCase,Firefox 57.0,,2018-01-22 17:08:39,2018-01-22 17:08:39,0.001s,PASSED
,,,,,,
Test Cases/StandAlone-Prereqs/OpenProject,Firefox 57.0,"Define Collection Name, And Project Name.",2018-01-22 17:08:39,2018-01-22 17:08:43,4.065s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 57.0,,2018-01-22 17:08:39,2018-01-22 17:08:39,0.001s,PASSED
